track_name,lyrics,playlist_genre
Amor De Pobre,"NA Baby, si tú supieras Todas las cosas que yo quisiera hacer contigo Pero primero, te vo' a hablar claro No tengo casa frente al mar ni un yate de un millón No tengo una master card ni una mansion No tengo un carro europeo Y tampoco tengo dinero Pero yo sigo intentando que Esta noche vamo' a rumbear, yo quiero estar contigo Y aunque no tenga pa' gastar, yo quiero estar contigo No me importa lo material, yo quiero estar contigo No hay nada malo en pasarla bien Baby, yo ando sin plata Pues me cogiste en las vacas flaca' Pero eres mi candidata Trata de la barata Si no hay pa' botellas, pedimo' 'e latas Y si preguntan dile' que aquí no hay nacarile Pero hay suficiente pa' que vacile' No hace falta andar con miles Porque cuando estoy contigo no pienso en miles Y por eso, uh, quédate conmigo aquí Ah, pa' seguir bailando así Uh, yo no quiero Bacardí, ni entrar al VIP Yo simplemente te quiero a ti Esta noche vamo' a rumbear, yo quiero estar contigo Y aunque no tenga pa' gastar, yo quiero estar contigo No me importa lo material, yo quiero estar contigo No hay nada malo en pasarla bien Dile, Zion No importa que la gente sepa que soy del barrio Que al lado tuyo yo me siento como un millonario No existe la palabra ""Pobre"" en mi diccionario Pero me tienes que aceptar tal y como soy... Aprovecha el pon Que hoy sí que estoy bien dulzón Métele sazón, batería y reggaeton Si es de día de reventón Aunque tenga que ponerme el mismo mahon Y los mismos zapato' Si es contigo lleno el contrato No te vo' a dar malos rato' Pídele al bartender que si no alcanza Por ti yo me quedo lavando plato' Uh, quédate conmigo aquí Ah, pa' seguir bailando así Uh, yo no quiero Bacardí, ni entrar al VIP Yo simplemente te quiero a ti Esta noche vamo' a rumbear, yo quiero estar contigo Y aunque no tenga pa' gastar, yo quiero estar contigo No me importa lo material, yo quiero estar contigo No hay nada malo en pasarla bien Que si no llegaste en una Hummer Pero te estas vacilando el summer Seguimo' el vacilón Si no entraste al VIP, pero como quiera eres feliz Seguimo' el vacilón Si en tu bolsillo no hay mil pesos Pero hay un condón pa' tener sexo Seguimo' el vacilón Si no estás bebiendo Pérignon Pero estás bailando reggaeton Seguimo' el vacilón You Esto es Flow Factory La factoría del flow Eddie Dee con Zion Por primera vez Eddie Dee con Zion Tú sabes La melodía Perfecta Zion, baby ¿Junto a quién? El más que escribe Eddie Ávila E-D-D-I-E Suena, suena, suena Oye, en combinación E-D-D-i-E con Zion Mr. G Amor de pobre, amor sincero Amor de pobre, amor sincero Amor de pobre Y Pronto, tú sabes El Diario, El Diario",latin
Ann Wants to Dance,Ann wants to dance She scares them all She's far too pretty For that dancing hall It shook the stage A cannonball Dave almost fell But she took the fall For him For him Ann wants to dance I do recall Her freckled face Glowing down the hall Between her legs A waterfall Ann wants to yell She can only moan For him For him Ann wants to dance She scares them all She's far too pretty For that dancing hall It shook the stage A cannonball Dave almost fell But she took the fall For him For him,rock
One More Time,"NA One more time One more time One more time We're gonna celebrate Oh yeah, all right Don't stop the dancing One more time We're gonna celebrate Oh yeah, all right Don't stop the dancing One more time We're gonna celebrate Oh yeah, all right Don't stop the dancing One more time We're gonna celebrate Oh yeah One more time NA One more time We're gonna celebrate Oh yeah, all right Don't stop the dancing One more time We're gonna celebrate Oh yeah Don't stop the dancing One more time Mmm, you know I'm just feeling Celebration tonight Celebrate Don't wait too late Mmm, no We don't stop You can't stop We're gonna celebrate One more time One more time One more time Celebration You know we're gonna do it right, tonight Hey! Just feeling Music's got me feeling the need Need, yeah Come on, all right We're gonna celebrate One more time Celebrate and dance so free Music's got me feeling so free Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free NA One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free NA One more time One more time One more time We're gonna celebrate Oh yeah, all right Don't stop the dancing One more time We're gonna celebrate Oh yeah, all right Don't stop the dancing One more time We're gonna celebrate Oh yeah, all right Don't stop the dancing One more time We're gonna celebrate Oh yeah One more time NA One more time We're gonna celebrate Oh yeah, all right Don't stop the dancing One more time We're gonna celebrate Oh yeah Don't stop the dancing One more time Mmm, you know I'm just feeling Celebration tonight Celebrate Don't wait too late Mmm, no We don't stop You can't stop We're gonna celebrate One more time One more time One more time Celebration You know we're gonna do it right, tonight Hey! Just feeling Music's got me feeling the need Need, yeah Come on, all right We're gonna celebrate One more time Celebrate and dance so free Music's got me feeling so free Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free NA One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free One more time Music's got me feeling so free We're gonna celebrate Celebrate and dance so free",pop
Blaze It up (feat. Sparkz),"Yo yo, check Find a spot, begin to cotch Pull out your riz, co we gon' bun up a lot Check inside my bag to grab the chronic I got Full up of laptop leads, from all the beats that I rock It's bad Still proceed to remove the trees Caution to be a'blind, or balloon to see We mad High as a zoot depletes Fall deep Ready time to sleep No flying repeat, what? Kippin' major lean, having crazy dreams It's mad what the mind perceives Check the rhyme is sweet Twist your head back, neck snap Crackle and poppin' It's how we keeping it real We on the road, there's no stoppin' It's locked off, rock bottoming Cats with the word play Verse Stay Kill a muderin, rap she serve me Turn, take chalice to the left hand side Alright Whatever cause we all get high This for those mornin, afternoon, night smokers Steady eyes Still getting by Fully focused Ready die Many will deny, but it's hopeless Have a try You may even like it Toke this This for those mornin, afternoon, night smokers Steady eyes Still getting by Fully focused Ready die Many will deny, but it's hopeless Have a try You may even like it Toke this We in It's one of them rhymes Your puttin in effort I'm rippin a rhyme We breaking the syllable barriers And how I am gonna agpole(?) the negative vibes Turnin' it up a and I'm feeling live Livin' la vida Looking to lead I'm coming and runnin' up on you creepers Iminent finish you with an attack Spinnin n winnin you best react? Setting it straight I reckon you're gonna relate Pass the dutchie to the west My head belly is in'a pain What? I said, say again Peter Piper picked a pepper is something I couldn't possibly relate It's great Bunnin' up on Indonesian blue See we few zoots To make a mega doobie Said to get your head to groove What? Not that it's needed Still kill a beat When I'm on one BomBom bom Kicking hittin'em at seven e leave em dumb dumb now, come come Let me toke up on dat ting, laya Or maybe I wrap my own, loner stoner type playa Yo, give me the fire Yo, give me the lighter One one, now give me the fire Yo, give me the lighter, yo This for those mornin, afternoon, night smokers Steady eyes Still getting by Fully focused Ready die Many will deny, but it's hopeless Have a try You may even like it Toke this This for those mornin, afternoon, night smokers Steady eyes Still getting by Fully focused Ready die Many will deny, but it's hopeless Have a try You may even like it Toke this Blaze it up We blaze it up",r&b
Abriré La Puerta,"NA Abriré la puerta hasta que quieras volver Así pase un siglo, yo te esperaré Pues no ha llegado el día en que pueda olvidarte Me has dejado un vacío que nunca imaginé Yo que jamas pensé que pudiera llorarte Hoy estoy aterrado aceptando mi error Viendo caer la lluvia se me acortan los días Enterrando en mi cuerpo tu imagen, mi amor Y para que no digas que no me interesas He decidido arriesgar mi corazón Voy a buscarte por los siete mares Voy a llevarme la obsesión conmigo Y la ahogaré en el largo camino Para obligarme a seguirte por amor Llévaré atado el corazón de un hilo Pa' me guíes si pierdo el camino Y por instinto seguiré tu rastro Para que sepas cuánto yo te quiero amor NA Voy a buscarte por los siete mares (Por los siete mares) Voy a llevarme la obsesión conmigo Y ahogaré en el largo camino Para obligarme a seguirte por amor (Solo por amor) Llevaré atado el corazón de un hilo (Llevaré atado el corazón) Pa' me guíes si pierdo el camino (Si pierdo el camino) Y por instinto seguiré tu rastro (Y por instinto seguiré tu rastro) Para obligarme a seguirte por amor Para que sepas cuánto yo te quiero Para que sepas cuánto yo te quiero Amor",latin
Back In Your Heart,"(Back in your heart, back in your heart) (Back in your heart, back in your heart) (Back in your heart, back in your heart) (And it's on) Someone picked you from the bunch One glance was all it took Now it's much too late for me to take a second look Oh baby give me one more chance Won't you please let me (Back in your heart) Oh darlin' I was blind to let you go But now since I see you in his arms Oh baby give me one more chance Won't you please let me (Back in your heart) Back in your heart, back in your heart Back in your heart, back in your heart Back in your heart, back in your heart And it's on Oh baby give me one more chance Tryin' to live without your love Is one long sleepless night Let me show you girl That I know wrong from right Every street you walk on I leave tearstains on the ground Following the girl I didn't even want around Oh baby all I need is one more chance Won't you please let me (Back in your heart) Back in your heart, back in your heart Back in your heart, back in your heart Back in your heart, back in your heart And it's on Oh baby give me one more chance When I had you to myself I didn't want you around Those pretty faces always made you stand out in a crowd But someone picked you from the bunch One glance was all it took Now it's much too late for me to take a second look Oh baby give me one more chance Won't you please let me (Back in your heart) Back in your heart, back in your heart Back in your heart, back in your heart Back in your heart, back in your heart And it's on (Back in your heart, back in your heart) (Back in your heart, back in your heart) (Back in your heart, back in your heart) (Back in your heart) Oh baby give me one more chance Won't you please let me (Back in your heart)",latin
Who - Radio Edit,"You are gonna decide on who what when Nothing of that if they got a problem tell them of that Matter fact you ain't got to tell them that I am gonna tell them that If these niggas we are gonna, AK47 with a double Fucking with the wrong one yeah I got a short but I got a long run Call it a chicken wing cause it got a drama Now these niggas sacking me cause I just got a long run Count down this money fucking all these hoes These niggas looking at me funny when I pull up in their You are good for talking on twitter week up for spanking on niggas Broad day walking on niggas fuck you Who what when you were saying say damn for a nigga would Who what when, then strap you with them too You want to find me you can find me at the top of the list If they ever let me in I won't stop for shit Nowadays, get up the Hating on their I am looking fly whatever I mean When you see a nigga standing, with a dick in my hand trying to I sold once I sell again Who what when you were saying say damn for a nigga would Who what when, then strap you with them too I am going for another round the only time we show love is Nigga, a key to dirt bites with me fade away leave a nigga Losing an empty spot my niggas getting wasted money addicts Knocking with a cleaver Who what when you were saying say damn for a nigga would Who what when, then strap you with them too",edm
You Know My Name,"He knows my name He knows my name He knows my name Yes, He knows my name And oh, how  He walks with me Yes, oh, how He talks with me And oh, how He tells me That I am His own You know my name You know my name You know my name You know my name And oh, how You comfort me And oh, how You counsel me Yet it still amazes me That I am Your friend So now, I pour out My heart to You Here in Your presence I am made new So now, I pour out My heart to You Here in Your presence I am made new And You know my name And You know my name You know my name You know my name And oh, how You walk with me Oh, how You talk with me Oh, how You tell me That I am Your own God, You know me So I trust You with my life, yea No fire can burn me No battle can turn me No mountain can stop me 'Cause You hold my hand Now I'm walking in Your victory 'Cause Your power is within me No giant can defeat me 'Cause You hold my hand No fire can burn me No battle can turn me No mountain can stop me 'Cause You hold my hand Now I'm walking in Your victory 'Cause Your power is within me No giant can defeat me 'Cause You hold my hand No fire can burn me No battle can turn me No mountain can stop me 'Cause You hold my hand Now I'm walking in Your victory 'Cause Your power is within me No giant can defeat me 'Cause You hold my hand... You hold my hand (You hold my hand) I don't have to be afraid, no (You hold my hand) I don't have to be afraid, no (You hold my hand) I don't have to be afraid (You hold my hand) You hold my hand (You hold my hand) You hold my hand (You hold my hand) I'm so in love with You (You hold my hand) I'm so in love with You (You hold my hand) You hold my hand (You hold my hand) Oh-oh-oh-oh-oh-oh oh-oh-oh (You hold my hand) You hold my hand (You hold my hand) You hold my hand (You hold my hand) You know my name You know my name You know my name You know my name And oh, how You walk with me And oh, how You talk with me Oh, how You tell me That I am Your own",r&b
Dark. Black. Heart.,"Heart (x2) The snow is taking over Wear a winter coat His scarlet little letter Could cut a throat His eyes are so hollow It's time to go In a hotel in the covers Just one more smoke The swans are singing The gods above are weeping The night is falling The ground below is calling His soul is a lonely lover A boy with a reckless hunger For something yet unknown So he tore himself apart Yeah he tore himself apart And gave himself cigarette black burns To match his dark black heart Heart (x2) He wanted to know what Was kept inside The knowing, unknowing Nowhere to hide Don't touch it, more of him He'll always lie He's godless 'cuz God knows He never tried How does one escape The Labyrinth and the sins Kill the flesh around To kill the flesh within His soul is a lonely lover A boy with a reckless hunger For something yet unknown So he tore himself apart Yeah he tore himself apart And gave himself cigarette black burns To match his dark black heart Heart (x4) You ask why'd he do this A boy with blue eyes And a sweet sultry voice A bombshell and a trumpet Showed him the way With a house of wine To the man in the photograph So I tore myself apart Yeah I tore myself apart And I tore myself apart Yeah I tore myself apart I gave myself cigarette black burns To match his dark black heart",pop
Stupéfiant,"NA DZ Power On a rôdé l'jour, on a rippé la night La taule, les bijoux, des vies d'malade Des chiens d'la casse aux plus grands cas sociaux Quoi faire d'autre que rapper nos lifes ? De la peufra cellophannéeBibi toute l'année, Amsterdam dans le GPSOn décharge le Zodiaque sur la plage Devant les touristes qui faisaient bronzette Bayern München sur le survêt'On prend les sens interdit en CRFBe-her, re-pu sur la pesette Deux-trois re-rettes à la sauvette On grandit les poches trouées La drogue on l'a écoulée depuis écoliers Dis à l'OPJ de s'taire enculé Sur nos cartes d'identité on est cagoulés On fait fuir les gamins, les épouses J'prends une canette au hanout J'roule un petit pour la route, 2.30 sur l'autoroute Tu peux retracer nos vies avec toutes les écoutes Devant l'Juge on est tous passés Par la justice on est tous repris J'suis bagué, MVP tah Vitry Certifié disque d'or tah bekri J'ai du shit sous mes griffes Du douze ans d'âge pour les soirs de déprime À seize ans j'ai découvert les coffee shops Et les putes en vitrines De la peu-fra pour les clients De la pure dans de l'eau bouillante On va chercher d'la weed en Hollande Stupéfiants, stupéfiants À la casserole j'cuisine le cke-cra J'mets la pure dans de l'eau bouillante Le dealer vient de Tarifa Stupéfiants, stupéfiants De la peu-fra pour les clients De la pure dans de l'eau bouillante On va chercher d'la weed en Hollande Stupéfiants, stupéfiants Boites de trente j'envoie la peufra De la pure dans de l'eau bouillante J'récupère des sous à Sebta Stupéfiants, stupéfiants Musique de salopards Pour charger une porteuse à Malaga J'roule sur les Grands Boulevards Y'a qu'des salopes qui savent faire l'grand écart J'démonte, j'remonte, j'nettoie, j'remonte, mon fusil d'assaut Whisky sec sans glaçon, on nous appelle gros poissons Dis-leur Tonton, comme dans cobra Des armes de l'Est, pas de gros bras Tu viens du neuf-quatre, tu écoperas Des peines de bâtard, ton nom sur des contrats Dis-leur Ppros, appelle ce carrosse On fout pas l'feu nous direct on t'arrose Ça n'est pas rose, nos petits sont féroces Y'a d'la base, d'la frappe, le taro à la hausse On les a pinés, pertes de sang inopinés Coupez tous les robinets J'suis sur la corniche, sale fils de pute J'me tape un grand cru et ta mère au dîner Mélodie née, poto dis mais Dis-leur qu'on voulait braquer et dealer Toujours motivés, les bavons identifiés Rim'K, Lacrim certifié On a tout niqué, depuis bousillé On a tiré du canon scié Bande de travelos, regardez l'drapeau C'est comme nous apprendre à faire des braquos Y'a des lingots, des valises de frappe Tu t'fais tirer dessus t'es dans ta va-go Et bien sûr qu'il y a la Kala draco C'est pas dans nos caves Qu'on enterre nos magots, rlah, rlah De la peu-fra pour les clients De la pure dans de l'eau bouillante On va chercher d'la weed en Hollande Stupéfiants, stupéfiants À la casserole j'cuisine le cke-cra J'mets la pure dans de l'eau bouillante Le dealer vient de Tarifa Stupéfiants, stupéfiants De la peu-fra pour les clients De la pure dans de l'eau bouillante On va chercher d'la weed en Hollande Stupéfiants, stupéfiants Boites de trente j'envoie la peufra De la pure dans de l'eau bouillante J'récupère des sous à Sebta Stupéfiants, stupéfiants",r&b
Who Can It Be Now?,"NA Who can it be knocking at my door? Go 'way, don't come 'round here no more Can't you see that it's late at night? I'm very tired, and I'm not feeling right All I wish is to be alone; Stay away, don't you invade my home Best off if you hang outside Don't come in, I'll only run and hide Who can it be now? Who can it be now? Who can it be now? Who can it be now? Who can it be knocking at my door? Make no sound, tip-toe across the floor If he hears, he'll knock all day I'll be trapped, and here I'll have to stay I've done no harm, I keep to myself;There's nothing wrong with my state of mental health I like it here with my childhood friend;Here they come, those feelings again! Who can it be now? Who can it be now? Who can it be now? Who can it be now? Is it the man come to take me away? Why do they follow me? It's not the future that I can see It's just my fantasy Yeah! NA Who can it be now? Who can it be now? Who can it be now? Who can it be now? Oh, who can it be now? Oh, who can it, who can it Yeah yeah yeah Oh, oah... NA",rock
September Song,"Our love was strong as a lion Soft as the cotton you lie in Times we got hot like an iron You and I Our hearts had never been broken We were so innocent darling We used to talk 'til the morning You and I We had that mixtape on every weekend Had it repeating, had it repeating You were my September Song, summer lasted too long Time moves so slowly when you're only fifteen You were my September Song, tell me where have you gone Do you remember me? We were only fifteen And I, I remember the chorus, they were singing it for us You were my September song, tell me where have you gone Do you remember me? We were only fifteen Sometimes I think that I see your Face in the strangest of places Down on the underground station Passing by I get a mad sense of danger Feel like my heart couldn't take it 'Cause if we met we'd be strangers You and I Still, I play that mixtape every weekend Got it repeating, got it repeating You were my September song, summer lasted too long Time moves so slowly when you're only fifteen You were my September song, tell me where have you gone? Do you remember me? We were only fifteen And I, I remember the chorus, they were singing it for us I hear that September song, that I'm singing along Thinking about you and me, oh, what a melody And as the years go by You will still be my, be my (September song) You are my (September song) You were my September song, summer lasted too long Time moves so slowly when you're only fifteen You were my September song, tell me where have you gone Do you remember me? We were only fifteen And I, I remember the chorus, they were singing it for us You were my September song I remember the chorus, they were singing it for us",pop
Can't Take It From Me,"If someone made you believe You've reached all you can be So much that you can't see that I see You can't take the light from the sun You can't take the waves from the ocean You can't take the wind from the trees No, you can't take the love out of me, yeah No matter what they do No matter what they say No matter how they try No matter which way No matter what they do, you can't take it from me No matter what they say, you can't take it from me No matter how they try, you can't take it from me No matter which way, can't take it from me Yeah No, no, no Come on and You take it from me Whoa If another heart was in need Would you help them to their feet? Or would you watch them bleed while you bleed? You can't take the light from the sun You can't take the waves from the ocean You can't take the wind from the trees No, you can't take the love out of me, yeah No matter what they do No matter what they say No matter how they try No matter which way No matter what they do, you can't take it from me No matter what they say, you can't take it from me No matter how they try, you can't take it from me No matter which way, can't take it from me Can't take it from me (Yeah) Can't take it from me (Oh) Can't take it from me (No, no, no) Can't take it from me (Come on and) Can't take it from me There's no way you take it from me Slid dididy du, from me, whoa Can't take it from me",latin
Mz. Hyde,"(Mz. Hyde) In the daylight, I'm your sweetheart Your goody-two-shoes prude is a work of art But you don't know me, and soon you won't forget Bad as can be, yeah you know I'm not so innocent Better beware I go bump in the night Devil-may-care with a lust for life And I know you can't resist this You know you are so addicted Boy you better run for your life! Welcome to the nightmare in my head (Oh God!) Say hello to something scary The monster in your bed (Oh God!) Just give in and you won't be sorry Welcome to my other side Hello it's Mz. Hyde! I can be the bitch, I can play the whore Or your fairytale princess who could ask for more A touch of wicked, a pinch of risqué Good girl gone bad, my poison is your remedy Better be scared, better be afraid Now that the beast is out of her cage And I know you wanna risk it You know you are so addicted Boy, you better run for your life! Welcome to the nightmare in my head (My God!) Say hello to something scary The monster in your bed (My God!) Just give in and you won't be sorry Welcome to my evil side Hello it's Mz. Hyde! (Hello it's Mz. Hyde!) (Hello it's Mz. Hyde!) I'm the spider crawling down your spine Underneath your skin I will gently violate your mind Before I tuck you in Put on the blindfold There's no way to be sure Which girl you'll get tonight! (It's me Lzzy, I swear!) Welcome to the nightmare in my head (My God!) Say hello to something scary The monster in your bed (My God!) Just give in and you won't be sorry The nightmare in my head (Oh God!) Say hello to something scary The monster in your bed (Oh God!) Just give in and you won't be sorry Welcome to my evil side Hello it's Mz. Hyde! (Hello it's Mz. Hyde!) Hello it's Mz. Hyde! (Hello it's Mz. Hyde!)",rock
Ill Street Blues (Illest Version),"Aw yeah, word up, word to mother. Here comes G. Rap with another one y'all We going to swing this like this... I'm right in front of my front steps thinking of a plan Looking like Raggedy Ann, no dough in hand, kicking a can Thinking of a plot to pull some bank in Because I'm dead and stinking Soles on my shoes winking, t-shirt is shrinking Soon I see some thighs and my eyes open wide quick Who's that with you, chick? Bill Blass my sidekick What's up, black? Give his hand a smack Then up pulls a Cadillac, yo baby we'll be back Jumped right on inside, not too many people saw us Thinking about who gotta get robbed because the mob got a job for us The drove us down to this other section Of town where the clowns there be paying for protection They want us to send a message to Jimmy the bartender Lend a friend the money, next you're ripping off his car fenders He's coming up short cause he snorts Coke, dope, nope, and hope he don't get caught He owes some Benjamin Franklins, every last bit of em But Jimmy's pockets are empty, so now we gotta get rid of him But Jimmy's wife is with him and they don't want to involve her Hopped out the back seat they gave me a revolver Blass, you distract him while I go and whack him Entered through the back side of the bar and then attacked him He's screaming for his life, reaching for his wife Shot him in the back of the head and shanked him with a knife And that goes for anybody who's gotta pay they dues You lose, cause I got the Ill Street Blues You lose, cause I got the Ill Street Blues (x4) Suckers I clobber, because my town is full of cops and robbers You're not promised tomorrow in this Little Shop of Horrors So I got to get with the business and hit quick Moneygrip's pocket's looking thick so I stick slick Hold it right there, hands in the air, I know you got the loot Or better yet, face down on the ground, empty your pockets troop Hit the deck, I got the Tec right on your neck And I expect to make a buck to heck with a traveler's check But if a vic' tries to choke me I'll have to smoke him like I'm Smokey the Bear, so okie dokie Goodbye, or bon voyage, have a good journey Don't even try begging for your life, that don't concern me So to the next weasel that freezes Your begging and your pleases only getting ya closer to meeting Jesus Yeah, I shake a schmuck just to make a buck Then I break a duck and if the duck gotta get bucked then I don't give a fuck Hyper as a sniper piping niggas like a plumber Cold vicking and sticking up the ones that run the numbers Or even a bigger score, the lady in the liquor store Go inside then kick in the door, pull her then I'm stickin her for Money or your life, honey hurry and choose But you lose, because I got the Ill Street Blues You lose, cause I got the Ill Street Blues (x4) Extra extra read all about it in the papers The boss tried to rape us, so we tossed him off the skyscraper Because he pulled some other people to try and hit us Get us, but none of them did us, he must be trying to kid us But that's dead, I'll thank God in the red, 'cross the bread borders So nobody can short us, he fled down to headquarters Ready to put some work in, we're not a lazy crew, we'll do a job or two But yo, the man can't even stick me with some Krazy Glue Ready to tore him even more because she saw him We took out all the lookouts in the front and kicked his door in What's up snake, why'd you violate? They called him a  chazer (What's that?) Yo, that's a pig that don't fly straight Getting ready to jab him, I grabbed him by the necktie Homie tried to get fly, and swing I gave him a decked eye You know the evil that men do, hell is where the men go We snatched him by his hands and feet and threw him out the window Up, up, and away cause I don't play, clown Buck, buck, buck, take that with you on the way down I'm hoping you got springs and wings on your shoes But you lose, because I got the Ill Street Blues You lose, cause I got the Ill Street Blues (x4)",rap
Triple Helix,"Oogie Mane, he killed it I'm workin' on dying 16yrold Back in 1-7 could never imagine embeddin' the bezel with VVS stones (Yeah) Miami E11 EVEN, I walk through the section, like Malcolm in Middle, got three different hoes (Yeah) Pourin' up like an alchemist, mix it up, get high, I escape my lows (Yeah) Pourin' up like an alchemist, mix it up, get high, I escape my lows (Yeah, what?) No, I can't never love a cop, they got my pops and they made me watch (No) Told bro don't move with the mop, might clean up the block like he missed a spot (Oh yeah) I wasn't worth a lot (Yeah) I had to raise my stock (Yeah) She love how I came from the bottom She wanna get on top (Yeah, what?) Blue flames comin' out the exhaust (Skrrt) Two twins for who double-cross (Yeah) Too many try to do too much She a demon off the angel dust (Yeah) Harajuku Barbie Doll (Doll) In love with the shots I call (Call) Backseat of the double R car (Yeah) Came from bricks to the boulevard And these drugs gon' set me free (Free, free, free) But the look in the eye gon' set me apart It's me, Oogie, and 16 It's a real triple threat, you cannot guard Can't fear a man, but I might fear God (Yeah) Got the whole world all in my palm (Yeah) Stand on the bands, make me feel so tall In high demand, I got what you want (Yeah, what?) No, I can't never love a cop, they got my pops and they made me watch (No) Told bro don't move with the mop, might clean up the block like he missed a spot (Oh yeah) I wasn't worth a lot (Yeah) I had to raise my stock (Yeah) She love how I came from the bottom She wanna get on top (Yeah, what?) No, I can't never love a cop, they got my pops and they made me watch (No) Told bro don't move with the mop, might clean up the block like he missed a spot (Oh yeah) I wasn't worth a lot (Yeah) I had to raise my stock (Yeah) She love how I came from the bottom She wanna get on top (Yeah, what?) Back in 1-7 could never imagine embeddin' the bezel with VVS stones (Yeah) Miami E11 EVEN, I walk through the section, like Malcolm in Middle, got three different hoes (Yeah) Pourin' up like an alchemist, mix it up, get high, I escape my lows (Yeah) Pourin' up like an alchemist, mix it up, get high, I escape my lows (Yeah, what?)",rap
Go to Sleep - John De Sohn Remix,"He works the diner in the weekends And it's barely enough to pay the rent Yeah he's been diving in the deep end Ever since she walked away There's only one thing keeping him together It's those two days every month Oh yeah it makes him feel a little better When he gets to see his son Go to sleep now, go to sleep now my child I promise i will keep you safe from harm Go to sleep now, go to sleep now my child Yeah you will always be my number one (Chorus) Go to sleep now go to sleep now He's got nobody left to turn to Every night he sleeps alone (yeah) And all his friends are gone When she left they went along It's tearing up his soul There's only one thing keeping him together Yeah its the chance to be someone Oh it makes him feel a little better When he gets to see his son Go to sleep now, go to sleep now my child I promise i will keep you safe from harm Go to sleep now, go to sleep now my child Yeah you will always be my number one (Chorus) Go to sleep now go to sleep now (hey) Go to sleep now go to sleep now my child I promise i will keep you safe from harm Go to sleep now go to sleep now my child I promise i will keep you safe from harm Go to sleep now go to sleep now my child Yeah you will always be my number one (Chorus) Go to sleep now go to sleep now (hey) He works the diner in the weekends And it's barely enough to pay the rent Yeah he's been diving in the deep end Ever since she walked away There's only one thing keeping him together It's those two days every month Oh yeah it makes him feel a little better When he gets to see his son Go to sleep now, go to sleep now my child I promise i will keep you safe from harm Go to sleep now, go to sleep now my child Yeah you will always be my number one (Chorus) Go to sleep now go to sleep now He's got nobody left to turn to Every night he sleeps alone (yeah) And all his friends are gone When she left they went along It's tearing up his soul There's only one thing keeping him together Yeah its the chance to be someone Oh it makes him feel a little better When he gets to see his son Go to sleep now, go to sleep now my child I promise i will keep you safe from harm Go to sleep now, go to sleep now my child Yeah you will always be my number one (Chorus) Go to sleep now go to sleep now (hey) Go to sleep now go to sleep now my child I promise i will keep you safe from harm Go to sleep now go to sleep now my child I promise i will keep you safe from harm Go to sleep now go to sleep now my child Yeah you will always be my number one (Chorus) Go to sleep now go to sleep now (hey)",edm
